Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;De 16 a 19 años;Educación superior;2015T3;1,7
Ambos sexos;De 16 a 19 años;Educación superior;2015T2;1,1
Ambos sexos;De 16 a 19 años;Educación superior;2015T1;0,7
Ambos sexos;De 16 a 19 años;Educación superior;2014T4;0,9
Ambos sexos;De 16 a 19 años;Educación superior;2014T3;0,3
Ambos sexos;De 16 a 19 años;Educación superior;2014T2;0,9
Ambos sexos;De 16 a 19 años;Educación superior;2014T1;0,4
Ambos sexos;De 20 a 24 años;Total;2025T1;346,6
Ambos sexos;De 20 a 24 años;Total;2024T4;318,1
Ambos sexos;De 20 a 24 años;Total;2024T3;374,4
Ambos sexos;De 20 a 24 años;Total;2024T2;322
Ambos sexos;De 20 a 24 años;Total;2024T1;348,7
Ambos sexos;De 20 a 24 años;Total;2023T4;362,9
Ambos sexos;De 20 a 24 años;Total;2023T3;376,5
Ambos sexos;De 20 a 24 años;Total;2023T2;345,6
Ambos sexos;De 20 a 24 años;Total;2023T1;353,3
Ambos sexos;De 20 a 24 años;Total;2022T4;346,5
Ambos sexos;De 20 a 24 años;Total;2022T3;382,7
Ambos sexos;De 20 a 24 años;Total;2022T2;331,3
Ambos sexos;De 20 a 24 años;Total;2022T1;334
Ambos sexos;De 20 a 24 años;Total;2021T4;333,4
Ambos sexos;De 20 a 24 años;Total;2021T3;386,2
Ambos sexos;De 20 a 24 años;Total;2021T2;444,7
Ambos sexos;De 20 a 24 años;Total;2021T1;431,9
Ambos sexos;De 20 a 24 años;Total;2020T4;441,3
Ambos sexos;De 20 a 24 años;Total;2020T3;472,2
Ambos sexos;De 20 a 24 años;Total;2020T2;402
Ambos sexos;De 20 a 24 años;Total;2020T1;369,7
Ambos sexos;De 20 a 24 años;Total;2019T4;348,1
Ambos sexos;De 20 a 24 años;Total;2019T3;394,9
Ambos sexos;De 20 a 24 años;Total;2019T2;377,8
Ambos sexos;De 20 a 24 años;Total;2019T1;385,5
Ambos sexos;De 20 a 24 años;Total;2018T4;382,8
Ambos sexos;De 20 a 24 años;Total;2018T3;391
Ambos sexos;De 20 a 24 años;Total;2018T2;383
Ambos sexos;De 20 a 24 años;Total;2018T1;382,4
Ambos sexos;De 20 a 24 años;Total;2017T4;418
Ambos sexos;De 20 a 24 años;Total;2017T3;428,8
Ambos sexos;De 20 a 24 años;Total;2017T2;442,7
Ambos sexos;De 20 a 24 años;Total;2017T1;457,3
Ambos sexos;De 20 a 24 años;Total;2016T4;476,4
Ambos sexos;De 20 a 24 años;Total;2016T3;501,1
Ambos sexos;De 20 a 24 años;Total;2016T2;545
Ambos sexos;De 20 a 24 años;Total;2016T1;526,5
Ambos sexos;De 20 a 24 años;Total;2015T4;532,5
Ambos sexos;De 20 a 24 años;Total;2015T3;580,8
Ambos sexos;De 20 a 24 años;Total;2015T2;589,9
Ambos sexos;De 20 a 24 años;Total;2015T1;611,3
Ambos sexos;De 20 a 24 años;Total;2014T4;645,5
Ambos sexos;De 20 a 24 años;Total;2014T3;684
Ambos sexos;De 20 a 24 años;Total;2014T2;669,4
Ambos sexos;De 20 a 24 años;Total;2014T1;711,9
Ambos sexos;De 20 a 24 años;Analfabetos;2025T1;..
Ambos sexos;De 20 a 24 años;Analfabetos;2024T4;..
Ambos sexos;De 20 a 24 años;Analfabetos;2024T3;0,6
Ambos sexos;De 20 a 24 años;Analfabetos;2024T2;..
Ambos sexos;De 20 a 24 años;Analfabetos;2024T1;..
Ambos sexos;De 20 a 24 años;Analfabetos;2023T4;..
Ambos sexos;De 20 a 24 años;Analfabetos;2023T3;..
Ambos sexos;De 20 a 24 años;Analfabetos;2023T2;..
Ambos sexos;De 20 a 24 años;Analfabetos;2023T1;..
Ambos sexos;De 20 a 24 años;Analfabetos;2022T4;1,3
Ambos sexos;De 20 a 24 años;Analfabetos;2022T3;1,3
Ambos sexos;De 20 a 24 años;Analfabetos;2022T2;1,5
Ambos sexos;De 20 a 24 años;Analfabetos;2022T1;1,4
Ambos sexos;De 20 a 24 años;Analfabetos;2021T4;..
Ambos sexos;De 20 a 24 años;Analfabetos;2021T3;..
Ambos sexos;De 20 a 24 años;Analfabetos;2021T2;0,5
Ambos sexos;De 20 a 24 años;Analfabetos;2021T1;..
Ambos sexos;De 20 a 24 años;Analfabetos;2020T4;0
Ambos sexos;De 20 a 24 años;Analfabetos;2020T3;0
Ambos sexos;De 20 a 24 años;Analfabetos;2020T2;0,7
Ambos sexos;De 20 a 24 años;Analfabetos;2020T1;0
Ambos sexos;De 20 a 24 años;Analfabetos;2019T4;0
Ambos sexos;De 20 a 24 años;Analfabetos;2019T3;0,4
Ambos sexos;De 20 a 24 años;Analfabetos;2019T2;0
Ambos sexos;De 20 a 24 años;Analfabetos;2019T1;0
Ambos sexos;De 20 a 24 años;Analfabetos;2018T4;1,4
Ambos sexos;De 20 a 24 años;Analfabetos;2018T3;0,5
Ambos sexos;De 20 a 24 años;Analfabetos;2018T2;0,3
Ambos sexos;De 20 a 24 años;Analfabetos;2018T1;0,3
Ambos sexos;De 20 a 24 años;Analfabetos;2017T4;0,3
Ambos sexos;De 20 a 24 años;Analfabetos;2017T3;0,4
Ambos sexos;De 20 a 24 años;Analfabetos;2017T2;0,2
Ambos sexos;De 20 a 24 años;Analfabetos;2017T1;0
Ambos sexos;De 20 a 24 años;Analfabetos;2016T4;0
Ambos sexos;De 20 a 24 años;Analfabetos;2016T3;1,4
Ambos sexos;De 20 a 24 años;Analfabetos;2016T2;0,5
Ambos sexos;De 20 a 24 años;Analfabetos;2016T1;1,7
Ambos sexos;De 20 a 24 años;Analfabetos;2015T4;0,3
Ambos sexos;De 20 a 24 años;Analfabetos;2015T3;0,2
Ambos sexos;De 20 a 24 años;Analfabetos;2015T2;0,6
Ambos sexos;De 20 a 24 años;Analfabetos;2015T1;0,8
Ambos sexos;De 20 a 24 años;Analfabetos;2014T4;0,4
Ambos sexos;De 20 a 24 años;Analfabetos;2014T3;0,3
Ambos sexos;De 20 a 24 años;Analfabetos;2014T2;0
Ambos sexos;De 20 a 24 años;Analfabetos;2014T1;0,2
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2025T1;1,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2024T4;..
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2024T3;0,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2024T2;1,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2024T1;1,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2023T4;0,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2023T3;2,5
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2023T2;1,9
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2023T1;2,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2022T4;0,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2022T3;..
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2022T2;0,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2022T1;..
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2021T4;..
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2021T3;1,6
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2021T2;0,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2021T1;0,9
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2020T4;0,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2020T3;5,2
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2020T2;1,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2020T1;3,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2019T4;1,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2019T3;1,2
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2019T2;4,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2019T1;4,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2018T4;3,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2018T3;2,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2018T2;2,9
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2018T1;2,2
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2017T4;2,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2017T3;3,9
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2017T2;2,3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2017T1;2,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2016T4;2,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2016T3;5
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2016T2;4,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2016T1;3
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2015T4;2,1
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2015T3;3,6
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2015T2;3,2
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2015T1;5,4
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2014T4;3,7
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2014T3;4,1
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2014T2;4,1
Ambos sexos;De 20 a 24 años;Estudios primarios incompletos;2014T1;10,1
Ambos sexos;De 20 a 24 años;Educación primaria;2025T1;14,2
Ambos sexos;De 20 a 24 años;Educación primaria;2024T4;13,4
Ambos sexos;De 20 a 24 años;Educación primaria;2024T3;16,3
Ambos sexos;De 20 a 24 años;Educación primaria;2024T2;16
Ambos sexos;De 20 a 24 años;Educación primaria;2024T1;19,9
Ambos sexos;De 20 a 24 años;Educación primaria;2023T4;28,6
Ambos sexos;De 20 a 24 años;Educación primaria;2023T3;19,2
Ambos sexos;De 20 a 24 años;Educación primaria;2023T2;18,3
Ambos sexos;De 20 a 24 años;Educación primaria;2023T1;27,9
Ambos sexos;De 20 a 24 años;Educación primaria;2022T4;24,5
Ambos sexos;De 20 a 24 años;Educación primaria;2022T3;19,3
Ambos sexos;De 20 a 24 años;Educación primaria;2022T2;12,9
Ambos sexos;De 20 a 24 años;Educación primaria;2022T1;14,3
Ambos sexos;De 20 a 24 años;Educación primaria;2021T4;17,5
Ambos sexos;De 20 a 24 años;Educación primaria;2021T3;19,3
Ambos sexos;De 20 a 24 años;Educación primaria;2021T2;22
Ambos sexos;De 20 a 24 años;Educación primaria;2021T1;17,5
Ambos sexos;De 20 a 24 años;Educación primaria;2020T4;31,3
Ambos sexos;De 20 a 24 años;Educación primaria;2020T3;22,1
Ambos sexos;De 20 a 24 años;Educación primaria;2020T2;20,8
Ambos sexos;De 20 a 24 años;Educación primaria;2020T1;21,8
Ambos sexos;De 20 a 24 años;Educación primaria;2019T4;21,6
Ambos sexos;De 20 a 24 años;Educación primaria;2019T3;23,5
Ambos sexos;De 20 a 24 años;Educación primaria;2019T2;24
Ambos sexos;De 20 a 24 años;Educación primaria;2019T1;27,6
Ambos sexos;De 20 a 24 años;Educación primaria;2018T4;22,8
Ambos sexos;De 20 a 24 años;Educación primaria;2018T3;27,6
Ambos sexos;De 20 a 24 años;Educación primaria;2018T2;32,1
Ambos sexos;De 20 a 24 años;Educación primaria;2018T1;32,1
Ambos sexos;De 20 a 24 años;Educación primaria;2017T4;28,1
Ambos sexos;De 20 a 24 años;Educación primaria;2017T3;28,4
Ambos sexos;De 20 a 24 años;Educación primaria;2017T2;28,7
Ambos sexos;De 20 a 24 años;Educación primaria;2017T1;29
Ambos sexos;De 20 a 24 años;Educación primaria;2016T4;36,4
Ambos sexos;De 20 a 24 años;Educación primaria;2016T3;35,5
Ambos sexos;De 20 a 24 años;Educación primaria;2016T2;39
Ambos sexos;De 20 a 24 años;Educación primaria;2016T1;46,7
Ambos sexos;De 20 a 24 años;Educación primaria;2015T4;41,2
Ambos sexos;De 20 a 24 años;Educación primaria;2015T3;40,2
Ambos sexos;De 20 a 24 años;Educación primaria;2015T2;53,2
Ambos sexos;De 20 a 24 años;Educación primaria;2015T1;61,3
Ambos sexos;De 20 a 24 años;Educación primaria;2014T4;71,5
Ambos sexos;De 20 a 24 años;Educación primaria;2014T3;70,4
Ambos sexos;De 20 a 24 años;Educación primaria;2014T2;69,7
Ambos sexos;De 20 a 24 años;Educación primaria;2014T1;68,7
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T1;103,1
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T4;83,6
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T3;89,4
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T2;100
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T1;114,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T4;103
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T3;113,7
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T2;96,4
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T1;113,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T4;106
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T3;129,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T2;106,9
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T1;97,7
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T4;99,5
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T3;97,1
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T2;140
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T1;142,4
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T4;127,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T3;136,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T2;136,9
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T1;130,5
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T4;120,1
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T3;122,9
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T2;130,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T1;144,9
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T4;142,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T3;142
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T2;146,1
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T1;153,1
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T4;157,7
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T3;147,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T2;167,5
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T1;183,2
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T4;177,5
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T3;187,3
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T2;207,9
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T1;203,6
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T4;207,2
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T3;205,8
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T2;230,2
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T1;253,4
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T4;244,6
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T3;257,3
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T2;271,7
Ambos sexos;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T1;298,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T1;74,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T4;74,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T3;87,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T2;70,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T1;61,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T4;59,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T3;71,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T2;94,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T1;74,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T4;69,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T3;81,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T2;79,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T1;76,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T4;69,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T3;91,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T2;106,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T1;88,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T4;86,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T3;111,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T2;83,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T1;69,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T4;62,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T3;84
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T2;82,9
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T1;73,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T4;70,9
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T3;82,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T2;81,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T1;61,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T4;78,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T3;76,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T2;86,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T1;75
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T4;74,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T3;83
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T2;108,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T1;85,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T4;75,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T3;104,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T2;95,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T1;84,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T4;106
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T3;111,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T2;113,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T1;108,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;48,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;41,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;53,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;56,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;58
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;60,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;51,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;54,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;53,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;45,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;41,9
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;53
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;66
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;55,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;61,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;71,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;69,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;72,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;60,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;56,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;63,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;60,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;59,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;68,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;57
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;50,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;49,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;56,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;64,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;65,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;68,5
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;71
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;74,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T4;68,2
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T3;70,8
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;91,4
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;87,9
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;91,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;97
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;92,3
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;97,1
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;95,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;91,7
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;98,6
Ambos sexos;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;97,5
Ambos sexos;De 20 a 24 años;Educación superior;2025T1;104,7
Ambos sexos;De 20 a 24 años;Educación superior;2024T4;105,7
Ambos sexos;De 20 a 24 años;Educación superior;2024T3;126,6
Ambos sexos;De 20 a 24 años;Educación superior;2024T2;77,8
Ambos sexos;De 20 a 24 años;Educación superior;2024T1;93,4
Ambos sexos;De 20 a 24 años;Educación superior;2023T4;111
Ambos sexos;De 20 a 24 años;Educación superior;2023T3;118
Ambos sexos;De 20 a 24 años;Educación superior;2023T2;79,7
Ambos sexos;De 20 a 24 años;Educación superior;2023T1;81,5
Ambos sexos;De 20 a 24 años;Educación superior;2022T4;100,1
Ambos sexos;De 20 a 24 años;Educación superior;2022T3;108,9
Ambos sexos;De 20 a 24 años;Educación superior;2022T2;76,9
Ambos sexos;De 20 a 24 años;Educación superior;2022T1;78,1
Ambos sexos;De 20 a 24 años;Educación superior;2021T4;91,4
Ambos sexos;De 20 a 24 años;Educación superior;2021T3;115,2
Ambos sexos;De 20 a 24 años;Educación superior;2021T2;103,4
Ambos sexos;De 20 a 24 años;Educación superior;2021T1;112,7
