Sexo;Sector económico;Edad;Periodo;Total
Ambos sexos;Construcción;De 25 a 54 años;2013T3;273,2
Ambos sexos;Construcción;De 25 a 54 años;2013T2;295
Ambos sexos;Construcción;De 25 a 54 años;2013T1;318,5
Ambos sexos;Construcción;De 25 a 54 años;2012T4;337,3
Ambos sexos;Construcción;De 25 a 54 años;2012T3;351,4
Ambos sexos;Construcción;De 25 a 54 años;2012T2;377,7
Ambos sexos;Construcción;De 25 a 54 años;2012T1;413,1
Ambos sexos;Construcción;De 25 a 54 años;2011T4;375,7
Ambos sexos;Construcción;De 25 a 54 años;2011T3;374,2
Ambos sexos;Construcción;De 25 a 54 años;2011T2;340
Ambos sexos;Construcción;De 25 a 54 años;2011T1;359
Ambos sexos;Construcción;De 25 a 54 años;2010T4;353,7
Ambos sexos;Construcción;De 25 a 54 años;2010T3;355,9
Ambos sexos;Construcción;De 25 a 54 años;2010T2;411,4
Ambos sexos;Construcción;De 25 a 54 años;2010T1;471,9
Ambos sexos;Construcción;De 25 a 54 años;2009T4;499,8
Ambos sexos;Construcción;De 25 a 54 años;2009T3;484,3
Ambos sexos;Construcción;De 25 a 54 años;2009T2;546,9
Ambos sexos;Construcción;De 25 a 54 años;2009T1;588,1
Ambos sexos;Construcción;De 25 a 54 años;2008T4;452,7
Ambos sexos;Construcción;De 25 a 54 años;2008T3;336,5
Ambos sexos;Construcción;De 25 a 54 años;2008T2;285,7
Ambos sexos;Construcción;De 25 a 54 años;2008T1;211,1
Ambos sexos;Construcción;55 y más años;2025T1;23
Ambos sexos;Construcción;55 y más años;2024T4;21,9
Ambos sexos;Construcción;55 y más años;2024T3;20,1
Ambos sexos;Construcción;55 y más años;2024T2;26,3
Ambos sexos;Construcción;55 y más años;2024T1;21,8
Ambos sexos;Construcción;55 y más años;2023T4;20,9
Ambos sexos;Construcción;55 y más años;2023T3;18,1
Ambos sexos;Construcción;55 y más años;2023T2;17,2
Ambos sexos;Construcción;55 y más años;2023T1;26,1
Ambos sexos;Construcción;55 y más años;2022T4;17,2
Ambos sexos;Construcción;55 y más años;2022T3;13
Ambos sexos;Construcción;55 y más años;2022T2;20,3
Ambos sexos;Construcción;55 y más años;2022T1;18,2
Ambos sexos;Construcción;55 y más años;2021T4;17,4
Ambos sexos;Construcción;55 y más años;2021T3;20,5
Ambos sexos;Construcción;55 y más años;2021T2;20,1
Ambos sexos;Construcción;55 y más años;2021T1;28,1
Ambos sexos;Construcción;55 y más años;2020T4;22,7
Ambos sexos;Construcción;55 y más años;2020T3;22,3
Ambos sexos;Construcción;55 y más años;2020T2;23,7
Ambos sexos;Construcción;55 y más años;2020T1;18,2
Ambos sexos;Construcción;55 y más años;2019T4;21,7
Ambos sexos;Construcción;55 y más años;2019T3;18,4
Ambos sexos;Construcción;55 y más años;2019T2;16,4
Ambos sexos;Construcción;55 y más años;2019T1;16,9
Ambos sexos;Construcción;55 y más años;2018T4;20,7
Ambos sexos;Construcción;55 y más años;2018T3;15,2
Ambos sexos;Construcción;55 y más años;2018T2;21,6
Ambos sexos;Construcción;55 y más años;2018T1;24,7
Ambos sexos;Construcción;55 y más años;2017T4;25,2
Ambos sexos;Construcción;55 y más años;2017T3;17
Ambos sexos;Construcción;55 y más años;2017T2;14,7
Ambos sexos;Construcción;55 y más años;2017T1;20,6
Ambos sexos;Construcción;55 y más años;2016T4;17,9
Ambos sexos;Construcción;55 y más años;2016T3;16,7
Ambos sexos;Construcción;55 y más años;2016T2;17,2
Ambos sexos;Construcción;55 y más años;2016T1;26,6
Ambos sexos;Construcción;55 y más años;2015T4;22,9
Ambos sexos;Construcción;55 y más años;2015T3;17,8
Ambos sexos;Construcción;55 y más años;2015T2;18,5
Ambos sexos;Construcción;55 y más años;2015T1;23,9
Ambos sexos;Construcción;55 y más años;2014T4;25,1
Ambos sexos;Construcción;55 y más años;2014T3;25,9
Ambos sexos;Construcción;55 y más años;2014T2;22,2
Ambos sexos;Construcción;55 y más años;2014T1;27,2
Ambos sexos;Construcción;55 y más años;2013T4;23,7
Ambos sexos;Construcción;55 y más años;2013T3;27,6
Ambos sexos;Construcción;55 y más años;2013T2;33,3
Ambos sexos;Construcción;55 y más años;2013T1;37,1
Ambos sexos;Construcción;55 y más años;2012T4;35,6
Ambos sexos;Construcción;55 y más años;2012T3;33,4
Ambos sexos;Construcción;55 y más años;2012T2;38,9
Ambos sexos;Construcción;55 y más años;2012T1;37,6
Ambos sexos;Construcción;55 y más años;2011T4;38,9
Ambos sexos;Construcción;55 y más años;2011T3;37,8
Ambos sexos;Construcción;55 y más años;2011T2;39,8
Ambos sexos;Construcción;55 y más años;2011T1;29,9
Ambos sexos;Construcción;55 y más años;2010T4;33,5
Ambos sexos;Construcción;55 y más años;2010T3;44,5
Ambos sexos;Construcción;55 y más años;2010T2;44,9
Ambos sexos;Construcción;55 y más años;2010T1;49,7
Ambos sexos;Construcción;55 y más años;2009T4;45,8
Ambos sexos;Construcción;55 y más años;2009T3;42,1
Ambos sexos;Construcción;55 y más años;2009T2;45,1
Ambos sexos;Construcción;55 y más años;2009T1;48,1
Ambos sexos;Construcción;55 y más años;2008T4;34,6
Ambos sexos;Construcción;55 y más años;2008T3;24,9
Ambos sexos;Construcción;55 y más años;2008T2;23
Ambos sexos;Construcción;55 y más años;2008T1;21,8
Ambos sexos;Servicios;Total;2025T1;1.143,2
Ambos sexos;Servicios;Total;2024T4;1.018,3
Ambos sexos;Servicios;Total;2024T3;1.052,7
Ambos sexos;Servicios;Total;2024T2;1.056,3
Ambos sexos;Servicios;Total;2024T1;1.246,8
Ambos sexos;Servicios;Total;2023T4;1.118,2
Ambos sexos;Servicios;Total;2023T3;1.102,2
Ambos sexos;Servicios;Total;2023T2;1.056,6
Ambos sexos;Servicios;Total;2023T1;1.270,4
Ambos sexos;Servicios;Total;2022T4;1.123,6
Ambos sexos;Servicios;Total;2022T3;1.081,5
Ambos sexos;Servicios;Total;2022T2;1.000,5
Ambos sexos;Servicios;Total;2022T1;1.117,1
Ambos sexos;Servicios;Total;2021T4;1.024,2
Ambos sexos;Servicios;Total;2021T3;1.099,1
Ambos sexos;Servicios;Total;2021T2;1.057,7
Ambos sexos;Servicios;Total;2021T1;1.366,4
Ambos sexos;Servicios;Total;2020T4;1.448,2
Ambos sexos;Servicios;Total;2020T3;1.561,7
Ambos sexos;Servicios;Total;2020T2;1.540,5
Ambos sexos;Servicios;Total;2020T1;1.341,5
Ambos sexos;Servicios;Total;2019T4;1.168,7
Ambos sexos;Servicios;Total;2019T3;1.146
Ambos sexos;Servicios;Total;2019T2;1.154,6
Ambos sexos;Servicios;Total;2019T1;1.239,4
Ambos sexos;Servicios;Total;2018T4;1.169,6
Ambos sexos;Servicios;Total;2018T3;1.085,3
Ambos sexos;Servicios;Total;2018T2;1.143,9
Ambos sexos;Servicios;Total;2018T1;1.325
Ambos sexos;Servicios;Total;2017T4;1.233,7
Ambos sexos;Servicios;Total;2017T3;1.161,9
Ambos sexos;Servicios;Total;2017T2;1.258,7
Ambos sexos;Servicios;Total;2017T1;1.402,7
Ambos sexos;Servicios;Total;2016T4;1.297,9
Ambos sexos;Servicios;Total;2016T3;1.234,7
Ambos sexos;Servicios;Total;2016T2;1.336,8
Ambos sexos;Servicios;Total;2016T1;1.446,4
Ambos sexos;Servicios;Total;2015T4;1.377,5
Ambos sexos;Servicios;Total;2015T3;1.312,8
Ambos sexos;Servicios;Total;2015T2;1.372,7
Ambos sexos;Servicios;Total;2015T1;1.466,2
Ambos sexos;Servicios;Total;2014T4;1.430,9
Ambos sexos;Servicios;Total;2014T3;1.395,7
Ambos sexos;Servicios;Total;2014T2;1.481,5
Ambos sexos;Servicios;Total;2014T1;1.631,3
Ambos sexos;Servicios;Total;2013T4;1.603,7
Ambos sexos;Servicios;Total;2013T3;1.579,7
Ambos sexos;Servicios;Total;2013T2;1.698,1
Ambos sexos;Servicios;Total;2013T1;1.857,3
Ambos sexos;Servicios;Total;2012T4;1.764,1
Ambos sexos;Servicios;Total;2012T3;1.660,9
Ambos sexos;Servicios;Total;2012T2;1.685,8
Ambos sexos;Servicios;Total;2012T1;1.771,2
Ambos sexos;Servicios;Total;2011T4;1.619,1
Ambos sexos;Servicios;Total;2011T3;1.493,8
Ambos sexos;Servicios;Total;2011T2;1.444,1
Ambos sexos;Servicios;Total;2011T1;1.517,4
Ambos sexos;Servicios;Total;2010T4;1.418,3
Ambos sexos;Servicios;Total;2010T3;1.398,1
Ambos sexos;Servicios;Total;2010T2;1.454,6
Ambos sexos;Servicios;Total;2010T1;1.516,2
Ambos sexos;Servicios;Total;2009T4;1.420,6
Ambos sexos;Servicios;Total;2009T3;1.408,5
Ambos sexos;Servicios;Total;2009T2;1.471
Ambos sexos;Servicios;Total;2009T1;1.455,8
Ambos sexos;Servicios;Total;2008T4;1.147,3
Ambos sexos;Servicios;Total;2008T3;942,6
Ambos sexos;Servicios;Total;2008T2;896,8
Ambos sexos;Servicios;Total;2008T1;848,1
Ambos sexos;Servicios;De 16 a 19 años;2025T1;33,3
Ambos sexos;Servicios;De 16 a 19 años;2024T4;34,5
Ambos sexos;Servicios;De 16 a 19 años;2024T3;29,8
Ambos sexos;Servicios;De 16 a 19 años;2024T2;44,3
Ambos sexos;Servicios;De 16 a 19 años;2024T1;34,8
Ambos sexos;Servicios;De 16 a 19 años;2023T4;28,3
Ambos sexos;Servicios;De 16 a 19 años;2023T3;41,1
Ambos sexos;Servicios;De 16 a 19 años;2023T2;31,2
Ambos sexos;Servicios;De 16 a 19 años;2023T1;33,5
Ambos sexos;Servicios;De 16 a 19 años;2022T4;29,4
Ambos sexos;Servicios;De 16 a 19 años;2022T3;36,7
Ambos sexos;Servicios;De 16 a 19 años;2022T2;33,1
Ambos sexos;Servicios;De 16 a 19 años;2022T1;24,8
Ambos sexos;Servicios;De 16 a 19 años;2021T4;26,6
Ambos sexos;Servicios;De 16 a 19 años;2021T3;17,5
Ambos sexos;Servicios;De 16 a 19 años;2021T2;24,6
Ambos sexos;Servicios;De 16 a 19 años;2021T1;24,6
Ambos sexos;Servicios;De 16 a 19 años;2020T4;30,2
Ambos sexos;Servicios;De 16 a 19 años;2020T3;41,7
Ambos sexos;Servicios;De 16 a 19 años;2020T2;36,7
Ambos sexos;Servicios;De 16 a 19 años;2020T1;35,2
Ambos sexos;Servicios;De 16 a 19 años;2019T4;28,3
Ambos sexos;Servicios;De 16 a 19 años;2019T3;23,6
Ambos sexos;Servicios;De 16 a 19 años;2019T2;30
Ambos sexos;Servicios;De 16 a 19 años;2019T1;29
Ambos sexos;Servicios;De 16 a 19 años;2018T4;25,8
Ambos sexos;Servicios;De 16 a 19 años;2018T3;22,8
Ambos sexos;Servicios;De 16 a 19 años;2018T2;32,9
Ambos sexos;Servicios;De 16 a 19 años;2018T1;36,6
Ambos sexos;Servicios;De 16 a 19 años;2017T4;35,3
Ambos sexos;Servicios;De 16 a 19 años;2017T3;30,8
Ambos sexos;Servicios;De 16 a 19 años;2017T2;26,4
Ambos sexos;Servicios;De 16 a 19 años;2017T1;29,9
Ambos sexos;Servicios;De 16 a 19 años;2016T4;28,2
Ambos sexos;Servicios;De 16 a 19 años;2016T3;26,9
Ambos sexos;Servicios;De 16 a 19 años;2016T2;32,4
Ambos sexos;Servicios;De 16 a 19 años;2016T1;29,9
Ambos sexos;Servicios;De 16 a 19 años;2015T4;30,9
Ambos sexos;Servicios;De 16 a 19 años;2015T3;21,8
Ambos sexos;Servicios;De 16 a 19 años;2015T2;29,5
Ambos sexos;Servicios;De 16 a 19 años;2015T1;28,7
Ambos sexos;Servicios;De 16 a 19 años;2014T4;21
Ambos sexos;Servicios;De 16 a 19 años;2014T3;24,7
Ambos sexos;Servicios;De 16 a 19 años;2014T2;24,5
Ambos sexos;Servicios;De 16 a 19 años;2014T1;30,3
Ambos sexos;Servicios;De 16 a 19 años;2013T4;31
Ambos sexos;Servicios;De 16 a 19 años;2013T3;35,3
Ambos sexos;Servicios;De 16 a 19 años;2013T2;30,3
Ambos sexos;Servicios;De 16 a 19 años;2013T1;29,5
Ambos sexos;Servicios;De 16 a 19 años;2012T4;30,4
Ambos sexos;Servicios;De 16 a 19 años;2012T3;34,2
Ambos sexos;Servicios;De 16 a 19 años;2012T2;43,6
Ambos sexos;Servicios;De 16 a 19 años;2012T1;43,4
Ambos sexos;Servicios;De 16 a 19 años;2011T4;35,6
Ambos sexos;Servicios;De 16 a 19 años;2011T3;44,7
Ambos sexos;Servicios;De 16 a 19 años;2011T2;42,2
Ambos sexos;Servicios;De 16 a 19 años;2011T1;39,9
Ambos sexos;Servicios;De 16 a 19 años;2010T4;46,2
Ambos sexos;Servicios;De 16 a 19 años;2010T3;44,1
Ambos sexos;Servicios;De 16 a 19 años;2010T2;47,8
Ambos sexos;Servicios;De 16 a 19 años;2010T1;48,9
Ambos sexos;Servicios;De 16 a 19 años;2009T4;45,4
Ambos sexos;Servicios;De 16 a 19 años;2009T3;61,6
Ambos sexos;Servicios;De 16 a 19 años;2009T2;65
Ambos sexos;Servicios;De 16 a 19 años;2009T1;71,6
Ambos sexos;Servicios;De 16 a 19 años;2008T4;68,7
Ambos sexos;Servicios;De 16 a 19 años;2008T3;59,6
Ambos sexos;Servicios;De 16 a 19 años;2008T2;66,1
Ambos sexos;Servicios;De 16 a 19 años;2008T1;55,3
Ambos sexos;Servicios;De 20 a 24 años;2025T1;178
Ambos sexos;Servicios;De 20 a 24 años;2024T4;141,9
Ambos sexos;Servicios;De 20 a 24 años;2024T3;153,1
Ambos sexos;Servicios;De 20 a 24 años;2024T2;145,4
Ambos sexos;Servicios;De 20 a 24 años;2024T1;175,2
Ambos sexos;Servicios;De 20 a 24 años;2023T4;163,1
Ambos sexos;Servicios;De 20 a 24 años;2023T3;155
Ambos sexos;Servicios;De 20 a 24 años;2023T2;156,1
Ambos sexos;Servicios;De 20 a 24 años;2023T1;175
Ambos sexos;Servicios;De 20 a 24 años;2022T4;139,2
Ambos sexos;Servicios;De 20 a 24 años;2022T3;152,8
Ambos sexos;Servicios;De 20 a 24 años;2022T2;127
Ambos sexos;Servicios;De 20 a 24 años;2022T1;119,2
Ambos sexos;Servicios;De 20 a 24 años;2021T4;123,4
Ambos sexos;Servicios;De 20 a 24 años;2021T3;135,5
Ambos sexos;Servicios;De 20 a 24 años;2021T2;136,6
Ambos sexos;Servicios;De 20 a 24 años;2021T1;175,9
Ambos sexos;Servicios;De 20 a 24 años;2020T4;185
Ambos sexos;Servicios;De 20 a 24 años;2020T3;229,5
Ambos sexos;Servicios;De 20 a 24 años;2020T2;215,6
Ambos sexos;Servicios;De 20 a 24 años;2020T1;182,3
Ambos sexos;Servicios;De 20 a 24 años;2019T4;155,3
Ambos sexos;Servicios;De 20 a 24 años;2019T3;166,7
Ambos sexos;Servicios;De 20 a 24 años;2019T2;164,5
Ambos sexos;Servicios;De 20 a 24 años;2019T1;173
Ambos sexos;Servicios;De 20 a 24 años;2018T4;159,4
Ambos sexos;Servicios;De 20 a 24 años;2018T3;145,5
Ambos sexos;Servicios;De 20 a 24 años;2018T2;148,3
Ambos sexos;Servicios;De 20 a 24 años;2018T1;151,7
Ambos sexos;Servicios;De 20 a 24 años;2017T4;140,3
Ambos sexos;Servicios;De 20 a 24 años;2017T3;149,3
Ambos sexos;Servicios;De 20 a 24 años;2017T2;164,4
Ambos sexos;Servicios;De 20 a 24 años;2017T1;182,8
Ambos sexos;Servicios;De 20 a 24 años;2016T4;178
Ambos sexos;Servicios;De 20 a 24 años;2016T3;162,7
Ambos sexos;Servicios;De 20 a 24 años;2016T2;195,7
Ambos sexos;Servicios;De 20 a 24 años;2016T1;208,2
Ambos sexos;Servicios;De 20 a 24 años;2015T4;190,7
Ambos sexos;Servicios;De 20 a 24 años;2015T3;178,5
Ambos sexos;Servicios;De 20 a 24 años;2015T2;178,8
Ambos sexos;Servicios;De 20 a 24 años;2015T1;176,7
Ambos sexos;Servicios;De 20 a 24 años;2014T4;182,5
Ambos sexos;Servicios;De 20 a 24 años;2014T3;184,9
Ambos sexos;Servicios;De 20 a 24 años;2014T2;190,8
Ambos sexos;Servicios;De 20 a 24 años;2014T1;221,2
Ambos sexos;Servicios;De 20 a 24 años;2013T4;200,6
Ambos sexos;Servicios;De 20 a 24 años;2013T3;200,1
Ambos sexos;Servicios;De 20 a 24 años;2013T2;233,8
Ambos sexos;Servicios;De 20 a 24 años;2013T1;252
Ambos sexos;Servicios;De 20 a 24 años;2012T4;251,7
Ambos sexos;Servicios;De 20 a 24 años;2012T3;232,2
Ambos sexos;Servicios;De 20 a 24 años;2012T2;249,6
Ambos sexos;Servicios;De 20 a 24 años;2012T1;246,1
Ambos sexos;Servicios;De 20 a 24 años;2011T4;244,2
Ambos sexos;Servicios;De 20 a 24 años;2011T3;214,7
Ambos sexos;Servicios;De 20 a 24 años;2011T2;229,9
Ambos sexos;Servicios;De 20 a 24 años;2011T1;225,8
Ambos sexos;Servicios;De 20 a 24 años;2010T4;200,1
Ambos sexos;Servicios;De 20 a 24 años;2010T3;213,3
Ambos sexos;Servicios;De 20 a 24 años;2010T2;217,2
Ambos sexos;Servicios;De 20 a 24 años;2010T1;208
Ambos sexos;Servicios;De 20 a 24 años;2009T4;222,4
Ambos sexos;Servicios;De 20 a 24 años;2009T3;254,2
Ambos sexos;Servicios;De 20 a 24 años;2009T2;247,6
Ambos sexos;Servicios;De 20 a 24 años;2009T1;234,5
Ambos sexos;Servicios;De 20 a 24 años;2008T4;188,2
Ambos sexos;Servicios;De 20 a 24 años;2008T3;165,7
Ambos sexos;Servicios;De 20 a 24 años;2008T2;158,1
Ambos sexos;Servicios;De 20 a 24 años;2008T1;140,3
Ambos sexos;Servicios;De 25 a 54 años;2025T1;765,4
Ambos sexos;Servicios;De 25 a 54 años;2024T4;700,3
Ambos sexos;Servicios;De 25 a 54 años;2024T3;723,5
Ambos sexos;Servicios;De 25 a 54 años;2024T2;745
Ambos sexos;Servicios;De 25 a 54 años;2024T1;873,1
Ambos sexos;Servicios;De 25 a 54 años;2023T4;781,1
Ambos sexos;Servicios;De 25 a 54 años;2023T3;745,7
Ambos sexos;Servicios;De 25 a 54 años;2023T2;720,2
Ambos sexos;Servicios;De 25 a 54 años;2023T1;882,1
Ambos sexos;Servicios;De 25 a 54 años;2022T4;812,2
Ambos sexos;Servicios;De 25 a 54 años;2022T3;773,5
Ambos sexos;Servicios;De 25 a 54 años;2022T2;702
Ambos sexos;Servicios;De 25 a 54 años;2022T1;834,3
Ambos sexos;Servicios;De 25 a 54 años;2021T4;740,6
Ambos sexos;Servicios;De 25 a 54 años;2021T3;794,8
Ambos sexos;Servicios;De 25 a 54 años;2021T2;774,2
Ambos sexos;Servicios;De 25 a 54 años;2021T1;1.013,6
Ambos sexos;Servicios;De 25 a 54 años;2020T4;1.083,5
Ambos sexos;Servicios;De 25 a 54 años;2020T3;1.149,8
Ambos sexos;Servicios;De 25 a 54 años;2020T2;1.151,3
Ambos sexos;Servicios;De 25 a 54 años;2020T1;986,3
Ambos sexos;Servicios;De 25 a 54 años;2019T4;842,7
Ambos sexos;Servicios;De 25 a 54 años;2019T3;833,9
Ambos sexos;Servicios;De 25 a 54 años;2019T2;841,1
Ambos sexos;Servicios;De 25 a 54 años;2019T1;910,6
Ambos sexos;Servicios;De 25 a 54 años;2018T4;866
Ambos sexos;Servicios;De 25 a 54 años;2018T3;813,5
Ambos sexos;Servicios;De 25 a 54 años;2018T2;842,8
Ambos sexos;Servicios;De 25 a 54 años;2018T1;1.006,9
Ambos sexos;Servicios;De 25 a 54 años;2017T4;941,4
Ambos sexos;Servicios;De 25 a 54 años;2017T3;871,4
Ambos sexos;Servicios;De 25 a 54 años;2017T2;960,2
Ambos sexos;Servicios;De 25 a 54 años;2017T1;1.075,8
Ambos sexos;Servicios;De 25 a 54 años;2016T4;979,3
Ambos sexos;Servicios;De 25 a 54 años;2016T3;932,1
Ambos sexos;Servicios;De 25 a 54 años;2016T2;1.007,9
Ambos sexos;Servicios;De 25 a 54 años;2016T1;1.107,4
Ambos sexos;Servicios;De 25 a 54 años;2015T4;1.058
Ambos sexos;Servicios;De 25 a 54 años;2015T3;1.008,6
Ambos sexos;Servicios;De 25 a 54 años;2015T2;1.067,7
Ambos sexos;Servicios;De 25 a 54 años;2015T1;1.164,5
Ambos sexos;Servicios;De 25 a 54 años;2014T4;1.129
Ambos sexos;Servicios;De 25 a 54 años;2014T3;1.088,7
Ambos sexos;Servicios;De 25 a 54 años;2014T2;1.165,7
Ambos sexos;Servicios;De 25 a 54 años;2014T1;1.277,6
Ambos sexos;Servicios;De 25 a 54 años;2013T4;1.265
Ambos sexos;Servicios;De 25 a 54 años;2013T3;1.249,2
Ambos sexos;Servicios;De 25 a 54 años;2013T2;1.333,2
Ambos sexos;Servicios;De 25 a 54 años;2013T1;1.463,8
Ambos sexos;Servicios;De 25 a 54 años;2012T4;1.380,2
Ambos sexos;Servicios;De 25 a 54 años;2012T3;1.287,1
Ambos sexos;Servicios;De 25 a 54 años;2012T2;1.296,6
Ambos sexos;Servicios;De 25 a 54 años;2012T1;1.381,1
Ambos sexos;Servicios;De 25 a 54 años;2011T4;1.255,9
Ambos sexos;Servicios;De 25 a 54 años;2011T3;1.157,4
Ambos sexos;Servicios;De 25 a 54 años;2011T2;1.101,9
Ambos sexos;Servicios;De 25 a 54 años;2011T1;1.174,7
Ambos sexos;Servicios;De 25 a 54 años;2010T4;1.107,2
Ambos sexos;Servicios;De 25 a 54 años;2010T3;1.067
Ambos sexos;Servicios;De 25 a 54 años;2010T2;1.117,1
Ambos sexos;Servicios;De 25 a 54 años;2010T1;1.185,2
Ambos sexos;Servicios;De 25 a 54 años;2009T4;1.087,7
Ambos sexos;Servicios;De 25 a 54 años;2009T3;1.030,8
Ambos sexos;Servicios;De 25 a 54 años;2009T2;1.087
Ambos sexos;Servicios;De 25 a 54 años;2009T1;1.080,8
Ambos sexos;Servicios;De 25 a 54 años;2008T4;836,7
Ambos sexos;Servicios;De 25 a 54 años;2008T3;666
Ambos sexos;Servicios;De 25 a 54 años;2008T2;627,1
Ambos sexos;Servicios;De 25 a 54 años;2008T1;614,2
Ambos sexos;Servicios;55 y más años;2025T1;166,5
Ambos sexos;Servicios;55 y más años;2024T4;141,5
Ambos sexos;Servicios;55 y más años;2024T3;146,3
Ambos sexos;Servicios;55 y más años;2024T2;121,7
Ambos sexos;Servicios;55 y más años;2024T1;163,7
Ambos sexos;Servicios;55 y más años;2023T4;145,7
Ambos sexos;Servicios;55 y más años;2023T3;160,4
Ambos sexos;Servicios;55 y más años;2023T2;149,1
Ambos sexos;Servicios;55 y más años;2023T1;179,8
Ambos sexos;Servicios;55 y más años;2022T4;142,8
Ambos sexos;Servicios;55 y más años;2022T3;118,5
Ambos sexos;Servicios;55 y más años;2022T2;138,4
Ambos sexos;Servicios;55 y más años;2022T1;138,9
Ambos sexos;Servicios;55 y más años;2021T4;133,6
Ambos sexos;Servicios;55 y más años;2021T3;151,3
Ambos sexos;Servicios;55 y más años;2021T2;122,4
Ambos sexos;Servicios;55 y más años;2021T1;152,3
Ambos sexos;Servicios;55 y más años;2020T4;149,6
Ambos sexos;Servicios;55 y más años;2020T3;140,8
Ambos sexos;Servicios;55 y más años;2020T2;136,9
Ambos sexos;Servicios;55 y más años;2020T1;137,7
Ambos sexos;Servicios;55 y más años;2019T4;142,3
Ambos sexos;Servicios;55 y más años;2019T3;121,8
Ambos sexos;Servicios;55 y más años;2019T2;119
Ambos sexos;Servicios;55 y más años;2019T1;126,9
Ambos sexos;Servicios;55 y más años;2018T4;118,4
Ambos sexos;Servicios;55 y más años;2018T3;103,6
Ambos sexos;Servicios;55 y más años;2018T2;119,9
Ambos sexos;Servicios;55 y más años;2018T1;129,8
Ambos sexos;Servicios;55 y más años;2017T4;116,7
Ambos sexos;Servicios;55 y más años;2017T3;110,5
Ambos sexos;Servicios;55 y más años;2017T2;107,7
Ambos sexos;Servicios;55 y más años;2017T1;114,2
Ambos sexos;Servicios;55 y más años;2016T4;112,4
Ambos sexos;Servicios;55 y más años;2016T3;113
Ambos sexos;Servicios;55 y más años;2016T2;100,9
Ambos sexos;Servicios;55 y más años;2016T1;100,8
Ambos sexos;Servicios;55 y más años;2015T4;97,9
Ambos sexos;Servicios;55 y más años;2015T3;103,9
Ambos sexos;Servicios;55 y más años;2015T2;96,7
Ambos sexos;Servicios;55 y más años;2015T1;96,3
Ambos sexos;Servicios;55 y más años;2014T4;98,4
Ambos sexos;Servicios;55 y más años;2014T3;97,5
Ambos sexos;Servicios;55 y más años;2014T2;100,6
Ambos sexos;Servicios;55 y más años;2014T1;102,3
Ambos sexos;Servicios;55 y más años;2013T4;107,1
Ambos sexos;Servicios;55 y más años;2013T3;95,1
Ambos sexos;Servicios;55 y más años;2013T2;100,7
Ambos sexos;Servicios;55 y más años;2013T1;112
Ambos sexos;Servicios;55 y más años;2012T4;101,8
Ambos sexos;Servicios;55 y más años;2012T3;107,4
Ambos sexos;Servicios;55 y más años;2012T2;96,1
Ambos sexos;Servicios;55 y más años;2012T1;100,5
Ambos sexos;Servicios;55 y más años;2011T4;83,4
Ambos sexos;Servicios;55 y más años;2011T3;76,9
Ambos sexos;Servicios;55 y más años;2011T2;70
Ambos sexos;Servicios;55 y más años;2011T1;77
Ambos sexos;Servicios;55 y más años;2010T4;64,8
Ambos sexos;Servicios;55 y más años;2010T3;73,7
Ambos sexos;Servicios;55 y más años;2010T2;72,6
Ambos sexos;Servicios;55 y más años;2010T1;74,1
Ambos sexos;Servicios;55 y más años;2009T4;65,2
Ambos sexos;Servicios;55 y más años;2009T3;61,9
Ambos sexos;Servicios;55 y más años;2009T2;71,4
Ambos sexos;Servicios;55 y más años;2009T1;68,9
Ambos sexos;Servicios;55 y más años;2008T4;53,8
Ambos sexos;Servicios;55 y más años;2008T3;51,4
Ambos sexos;Servicios;55 y más años;2008T2;45,4
Ambos sexos;Servicios;55 y más años;2008T1;38,3
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2025T1;1.257,2
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2024T4;1.227,7
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2024T3;1.323,4
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2024T2;1.322,4
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2024T1;1.325,1
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2023T4;1.393
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2023T3;1.402,2
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2023T2;1.354,1
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2023T1;1.473,2
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2022T4;1.537
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2022T3;1.529,4
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2022T2;1.580,1
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2022T1;1.658,9
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2021T4;1.702,2
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2021T3;1.888
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2021T2;2.080,6
Ambos sexos;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;Total;2021T1;1.789
