Sexo;Edad;Estado civil;Periodo;Total
Ambos sexos;De 40 a 44 años;Total;2007T1;202,4
Ambos sexos;De 40 a 44 años;Total;2006T4;194,3
Ambos sexos;De 40 a 44 años;Total;2006T3;186,2
Ambos sexos;De 40 a 44 años;Total;2006T2;195
Ambos sexos;De 40 a 44 años;Total;2006T1;211,7
Ambos sexos;De 40 a 44 años;Total;2005T4;188,6
Ambos sexos;De 40 a 44 años;Total;2005T3;175,9
Ambos sexos;De 40 a 44 años;Total;2005T2;196,9
Ambos sexos;De 40 a 44 años;Total;2005T1;225,7
Ambos sexos;De 40 a 44 años;Total;2004T4;224
Ambos sexos;De 40 a 44 años;Total;2004T3;222,1
Ambos sexos;De 40 a 44 años;Total;2004T2;247
Ambos sexos;De 40 a 44 años;Total;2004T1;224,5
Ambos sexos;De 40 a 44 años;Total;2003T4;225,4
Ambos sexos;De 40 a 44 años;Total;2003T3;220,3
Ambos sexos;De 40 a 44 años;Total;2003T2;219,6
Ambos sexos;De 40 a 44 años;Total;2003T1;216,1
Ambos sexos;De 40 a 44 años;Total;2002T4;222,9
Ambos sexos;De 40 a 44 años;Total;2002T3;211,1
Ambos sexos;De 40 a 44 años;Total;2002T2;198,6
Ambos sexos;De 40 a 44 años;Total;2002T1;212
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2025T1;145,4
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2024T4;114,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2024T3;113,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2024T2;129,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2024T1;136,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2023T4;128,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2023T3;121,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2023T2;137,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2023T1;162,7
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2022T4;147,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2022T3;148,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2022T2;148,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2022T1;157,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2021T4;150,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2021T3;163,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2021T2;162,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2021T1;179,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2020T4;176,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2020T3;186,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2020T2;160,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2020T1;159,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2019T4;132,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2019T3;156,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2019T2;149,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2019T1;160
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2018T4;140,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2018T3;158,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2018T2;154,4
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2018T1;162
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2017T4;158
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2017T3;150,7
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2017T2;162,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2017T1;190,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2016T4;178,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2016T3;195,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2016T2;201,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2016T1;204,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2015T4;196,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2015T3;176,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2015T2;188,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2015T1;204,4
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2014T4;204,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2014T3;186,7
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2014T2;204,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2014T1;219,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2013T4;204,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2013T3;200,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2013T2;189,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2013T1;195,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2012T4;186,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2012T3;184,4
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2012T2;184,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2012T1;178
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2011T4;182,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2011T3;158,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2011T2;152,4
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2011T1;146,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2010T4;146,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2010T3;143,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2010T2;142,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2010T1;141,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2009T4;137,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2009T3;109,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2009T2;111
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2009T1;101,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2008T4;82,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2008T3;61,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2008T2;66,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2008T1;61
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2007T4;39,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2007T3;41,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2007T2;46,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2007T1;50
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2006T4;42,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2006T3;47
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2006T2;46,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2006T1;47,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2005T4;39,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2005T3;34,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2005T2;45
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2005T1;48,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2004T4;46,2
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2004T3;42,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2004T2;56,1
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2004T1;48,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2003T4;47,7
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2003T3;47,6
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2003T2;46,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2003T1;44,9
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2002T4;43,3
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2002T3;39,5
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2002T2;34,8
Ambos sexos;De 40 a 44 años;Solteros/Solteras;2002T1;36,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2025T1;145,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2024T4;135,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2024T3;134,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2024T2;128,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2024T1;164,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2023T4;130
Ambos sexos;De 40 a 44 años;Casados/Casadas;2023T3;151,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2023T2;136,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2023T1;166,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2022T4;167,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2022T3;153,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2022T2;167,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2022T1;180,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2021T4;180,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2021T3;200,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2021T2;191,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2021T1;205,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2020T4;212,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2020T3;194,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2020T2;197
Ambos sexos;De 40 a 44 años;Casados/Casadas;2020T1;200,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2019T4;211,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2019T3;216,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2019T2;216,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2019T1;221,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2018T4;214,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2018T3;215,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2018T2;218,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2018T1;259,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2017T4;252,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2017T3;251,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2017T2;263,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2017T1;309,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2016T4;294
Ambos sexos;De 40 a 44 años;Casados/Casadas;2016T3;307,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2016T2;337,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2016T1;335,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2015T4;330,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2015T3;331,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2015T2;366
Ambos sexos;De 40 a 44 años;Casados/Casadas;2015T1;411,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2014T4;431
Ambos sexos;De 40 a 44 años;Casados/Casadas;2014T3;394,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2014T2;417,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2014T1;435,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2013T4;446,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2013T3;452,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2013T2;468,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2013T1;498,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2012T4;490,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2012T3;453,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2012T2;457,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2012T1;454
Ambos sexos;De 40 a 44 años;Casados/Casadas;2011T4;423,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2011T3;382,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2011T2;381,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2011T1;381,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2010T4;358,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2010T3;347,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2010T2;359,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2010T1;333,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2009T4;321,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2009T3;308
Ambos sexos;De 40 a 44 años;Casados/Casadas;2009T2;320,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2009T1;308,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2008T4;257,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2008T3;194,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2008T2;174,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2008T1;164,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2007T4;155,1
Ambos sexos;De 40 a 44 años;Casados/Casadas;2007T3;120,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2007T2;128,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2007T1;131,2
Ambos sexos;De 40 a 44 años;Casados/Casadas;2006T4;129,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2006T3;120,3
Ambos sexos;De 40 a 44 años;Casados/Casadas;2006T2;128,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2006T1;142,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2005T4;123,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2005T3;127
Ambos sexos;De 40 a 44 años;Casados/Casadas;2005T2;124,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2005T1;155
Ambos sexos;De 40 a 44 años;Casados/Casadas;2004T4;153,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2004T3;152,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2004T2;160,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2004T1;156,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2003T4;157,8
Ambos sexos;De 40 a 44 años;Casados/Casadas;2003T3;150
Ambos sexos;De 40 a 44 años;Casados/Casadas;2003T2;152,5
Ambos sexos;De 40 a 44 años;Casados/Casadas;2003T1;149,7
Ambos sexos;De 40 a 44 años;Casados/Casadas;2002T4;154,4
Ambos sexos;De 40 a 44 años;Casados/Casadas;2002T3;149,6
Ambos sexos;De 40 a 44 años;Casados/Casadas;2002T2;139,9
Ambos sexos;De 40 a 44 años;Casados/Casadas;2002T1;152,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2025T1;1,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2024T4;0,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2024T3;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2024T2;0,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2024T1;1,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2023T4;1,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2023T3;0,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2023T2;3,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2023T1;0,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2022T4;1,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2022T3;0,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2022T2;0,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2022T1;1,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2021T4;0,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2021T3;1,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2021T2;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2021T1;1,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2020T4;2,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2020T3;3,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2020T2;2,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2020T1;1,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2019T4;1,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2019T3;2,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2019T2;1,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2019T1;3,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2018T4;1,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2018T3;2,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2018T2;2,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2018T1;1,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2017T4;2,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2017T3;4,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2017T2;3,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2017T1;3,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2016T4;2,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2016T3;1,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2016T2;2,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2016T1;3,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2015T4;4,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2015T3;5,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2015T2;2,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2015T1;3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2014T4;5,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2014T3;5,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2014T2;6,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2014T1;4,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2013T4;7,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2013T3;7,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2013T2;4,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2013T1;6,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2012T4;5,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2012T3;4,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2012T2;6,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2012T1;4,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2011T4;4,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2011T3;6,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2011T2;6,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2011T1;4,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2010T4;5,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2010T3;5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2010T2;7,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2010T1;5,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2009T4;4,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2009T3;5,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2009T2;4,4
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2009T1;4,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2008T4;3,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2008T3;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2008T2;1,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2008T1;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2007T4;3,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2007T3;3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2007T2;0,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2007T1;0,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2006T4;2,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2006T3;0,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2006T2;1,1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2006T1;1
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2005T4;3,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2005T3;1,6
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2005T2;2,7
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2005T1;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2004T4;3,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2004T3;4,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2004T2;3,5
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2004T1;2,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2003T4;3,3
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2003T3;2,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2003T2;2,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2003T1;2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2002T4;1,9
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2002T3;2,8
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2002T2;2,2
Ambos sexos;De 40 a 44 años;Viudos/Viudas;2002T1;3,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2025T1;18,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2024T4;17,5
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2024T3;20,7
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2024T2;29,5
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2024T1;31
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2023T4;23,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2023T3;18,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2023T2;27,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2023T1;26
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2022T4;20,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2022T3;27,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2022T2;32,2
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2022T1;31,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2021T4;26,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2021T3;32,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2021T2;33,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2021T1;41,5
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2020T4;40,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2020T3;44,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2020T2;40,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2020T1;42,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2019T4;36,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2019T3;34,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2019T2;33,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2019T1;43,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2018T4;44,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2018T3;36,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2018T2;44
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2018T1;52,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2017T4;50,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2017T3;48,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2017T2;58,7
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2017T1;62,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2016T4;56,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2016T3;45,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2016T2;59,7
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2016T1;64
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2015T4;67,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2015T3;72,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2015T2;81,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2015T1;80,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2014T4;79,5
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2014T3;89,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2014T2;100,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2014T1;93,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2013T4;94,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2013T3;87,2
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2013T2;90,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2013T1;96,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2012T4;86,4
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2012T3;82,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2012T2;79
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2012T1;86,1
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2011T4;75,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2011T3;72,2
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2011T2;64,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2011T1;63,2
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2010T4;57,8
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2010T3;54,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2010T2;55,9
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2010T1;56,7
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2009T4;54,7
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2009T3;50,6
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2009T2;53,3
Ambos sexos;De 40 a 44 años;Separados/Separadas o Divorciados/Divorciadas;2009T1;48,1
